league,team,venue,city,state,vendor,stand_name,section,item_name,description,price,category,source_url,season
NBA,Philadelphia 76ers,Wells Fargo Center,Philadelphia,PA,Chickie’s & Pete’s,,Multiple Sections,Chickie’s & Pete’s,"The undisputed, time-honored staple of Philly sports. Lines stay long for their world-famous, crinkle-cut Crabfries, heavily dusted in secret crab seasoning and served with a side of warm white cheese sauce for dipping.",,Local Partner,,2026
NBA,Philadelphia 76ers,Wells Fargo Center,Philadelphia,PA,Federal Donuts,,Sections 102 & 207,Federal Donuts,"The beloved local cult favorite delivers a killer combination of hot, fresh-fried gourmet donuts and their signature, ultra-crispy Spicy Fried Chicken Sandwiches.",,Local Partner,,2026
NBA,Philadelphia 76ers,Wells Fargo Center,Philadelphia,PA,Buena Onda,,Section 112,Buena Onda,"Iron Chef Jose Garces brings a crisp, breezy Baja-California vibe to the concourse, pumping out elite fish tacos, fresh tortilla chips, and scratch-made margaritas.",,Local Partner,,2026
NBA,Philadelphia 76ers,Wells Fargo Center,Philadelphia,PA,Insomnia Cookies,,"Sections 118, 122, 207",Insomnia Cookies,"The late-night cookie empire that was famously founded in a UPenn dorm room keeps the arena fueled with warm, gooey chocolate chip cookie packs.",,Local Partner,,2026
NBA,Philadelphia 76ers,Wells Fargo Center,Philadelphia,PA,Rita's Water Ice & Shake Shack,,Sections 106 & 115,Rita's Water Ice & Shake Shack,Familiar local and global comfort institutions anchored seamlessly into the main 100-level baseline concourse.,,Local Partner,,2026
NBA,Philadelphia 76ers,Wells Fargo Center,Philadelphia,PA,Melissa’s Produce & Gluten-Free Hubs,,Sections 107 & 209,Melissa’s Produce & Gluten-Free Hubs,"The primary destination for clean eating, offering designated gluten-free rolls for cheesesteaks, fresh green goddess chicken wraps on croissants, and savory buffalo cauliflower bowls.",,Dietary/Value,,2026
NBA,Orlando Magic,Kia Center,Orlando,FL,The Boom Boom Spicy Chicken Sandwich,,Sections 108 & 112,The Boom Boom Spicy Chicken Sandwich,"Hand-breaded chicken breast tossed in a fiery house pepper-and-spice blend, then drenched in Kia Center's custom, creamy ""boom boom"" sauce on a brioche bun.",,Headline Item,,2026
NBA,Orlando Magic,Kia Center,Orlando,FL,Silver Spark,,Section 108 / Silver Spoon - Section 112,Carne Asada Waffle Fries,"Crispy waffle fries piled high with deeply marinated carne asada steak, warm queso blanco, fresh pico de gallo, and lime crema.",,Headline Item,,2026
NBA,Orlando Magic,Kia Center,Orlando,FL,Pinstripes,,Section 106 / Slam Dunk - Section 115,The Pork Chopp'd Sandwich,"A sweet-and-salty masterpiece featuring slow-smoked pork shoulder topped with a refreshing, crisp cucumber slaw on a buttered brioche bun.",,Headline Item,,2026
NBA,Orlando Magic,Kia Center,Orlando,FL,Twisted,,Section 113,Kingdom Pretzel,"A monster of a snack. A giant, hand-twisted Bavarian-style pretzel served warm with whole-grain mustard and a rich, hot beer cheese dipping sauce.",,Headline Item,,2026
NBA,Orlando Magic,Kia Center,Orlando,FL,Loaded Churro Bites,,Multiple Sections,Loaded Churro Bites,"Flaky, golden-fried churro bites tossed heavily in cinnamon sugar and drizzled with a decadent warm caramel or chocolate fudge sauce.",,Headline Item,,2026
NBA,Orlando Magic,Kia Center,Orlando,FL,Orlando Table,,Section 114,Black Rooster Taqueria,"A legendary Mills 50 neighborhood staple recognized by the Michelin Guide. Fans swarm this stand for their modern, authentic street tacos crafted with fresh, real ingredients and scratch-made salsas.",,Headline Item,,2026
NBA,Orlando Magic,Kia Center,Orlando,FL,Nauti Lobstah,,Section 104,Nauti Lobstah,"Bringing the flavor of New England down to the palm trees. This local favorite is famous for serving up the ""biggest lobster roll in Florida,"" overflowing with impeccably fresh, cold-water lobster meat on a buttery…",,Headline Item,,2026
NBA,Orlando Magic,Kia Center,Orlando,FL,Gringos Locos,,Section 102,Gringos Locos,"A legendary arena staple since 2009. Famous for their Double D Tacos and massive nachos smothered in freshly prepared sofritos, marinades, and signature queso.",,Headline Item,,2026
NBA,Orlando Magic,Kia Center,Orlando,FL,Checkers & Rally's,,Upper Concourse,Checkers & Rally's,"Making arena history as the brand's first-ever permanent outpost inside a major sporting venue. Grab their iconic seasoned fries, a Big Buford, or Classic Mother Cruncher chicken sandos without leaving the building.",,Headline Item,,2026
NBA,Orlando Magic,Kia Center,Orlando,FL,Kelly's Homemade Ice Cream,,Sweets - Section 231,Kelly's Homemade Ice Cream,Premium hand-scooped ice cream from a local Orlando favorite.,,Headline Item,,2026
NBA,Orlando Magic,Kia Center,Orlando,FL,Domi Italian Ice,,Sweets - Section 231,Domi Italian Ice,Refreshing fruity Italian ice. Pair with Kelly's Homemade Ice Cream at the same sweets stand.,,Headline Item,,2026
NBA,Orlando Magic,Kia Center,Orlando,FL,Tavern on Church,,Main Entrance Plaza,Tavern on Church,"A brand-new addition that blends upscale sports bar vibes with a bistro aesthetic. Located right on historic Church Street, it features signature smashburgers, brisket nachos, and fish tacos.Bonus: You can eat here on…",,Drinks/Social,,2026
NBA,Orlando Magic,Kia Center,Orlando,FL,Crooked Can Brewery Bar,,Threatlocker Club Level,Crooked Can Brewery Bar,"The Winter Garden craft favorite brings a dedicated taproom to the suite level, pouring fan-favorite local handles like High Stepper IPA and Florida Sunshine Mango Lager.",,Drinks/Social,,2026
NBA,Phoenix Suns,Footprint Center,Phoenix,AZ,Gorilla Grill,,Main Concourse,The Jumbo Glazed Donut Burger,"A wild sweet-and-savory heavy hitter featuring a thick, flame-grilled beef patty layered with melted American cheese and bacon, slapped inside a massive, house-glazed donut.",,Headline Item,,2026
NBA,Phoenix Suns,Footprint Center,Phoenix,AZ,Gorilla Grill,,Main Concourse,The Foot-Long Corndog,"A massive, carnival-style foot-long hot dog hand-dipped in sweet corn batter and fried to a perfect golden crisp right on the concourse.",,Headline Item,,2026
NBA,Phoenix Suns,Footprint Center,Phoenix,AZ,Cold Beers & Cheeseburgers,,Main Concourse,Cold Beers & Cheeseburgers,"A massive Arizona staple bringing its neighborhood pub energy to the arena, specializing in thick, juicy gourmet burgers and ice-cold drafts.",,Local Partner,,2026
NBA,Phoenix Suns,Footprint Center,Phoenix,AZ,Shaq's Big Chicken,,Main Concourse,Shaq's Big Chicken,"The NBA legend’s chicken empire handles the heavy crunch with giant, crispy chicken tenders and their signature Lucille spicy chicken sandwich.",,Local Partner,,2026
NBA,Phoenix Suns,Footprint Center,Phoenix,AZ,Benihana,,Benthana Sushi,Benihana,"Offering a lighter, high-quality alternative on the go with freshly rolled sushi and steaming hot chicken teriyaki bowls.",,Local Partner,,2026
NBA,Portland Trail Blazers,Moda Center,Portland,OR,Wonton Avocado Crab Nachos,,Baseline Stand - Event Level,Wonton Avocado Crab Nachos,"The undisputed breakout hit of the season. Crispy fried wonton chips piled high with fresh lump crab meat, rich avocado crema, diced mango, and jalapeños.",,Headline Item,,2026
NBA,Portland Trail Blazers,Moda Center,Portland,OR,Blaze's Bistro,,Section 312,The Deep-Fried PB&J,"A chaotic, carnival-inspired masterpiece for the kid in everyone. A classic Uncrustable sandwich, deep-fried to a golden crisp, blanketed in a rich house-made hot fudge syrup, and finished with a mountain of whipped…",,Headline Item,,2026
NBA,Portland Trail Blazers,Moda Center,Portland,OR,Plum Tasty,,Section 100,The Mezze Tray,"Portland's clean-eating counter-programming. A vibrant spread of scratch-made hummus, tzatziki, fresh cucumbers, kalamata olives, and warm pita points.",,Headline Item,,2026
NBA,Portland Trail Blazers,Moda Center,Portland,OR,Rotating Burger of the Month,,Crafters Stands - Multiple Sections,Rotating Burger of the Month,"A brilliant concept bringing gourmet, chef-designed custom burgers that change every single month to match the matchup energy.",,Headline Item,,2026
NBA,Portland Trail Blazers,Moda Center,Portland,OR,Killer Burger,,Section 116,Killer Burger,The cult-favorite Portland chain is an absolute mandatory stop. The line stays packed for their signature Peanut Butter Bacon Burger—a wild but flawless sweet-and-savory combination.,,Headline Item,,2026
NBA,Portland Trail Blazers,Moda Center,Portland,OR,100,,Level Concourse,Ranch Pizza,"Expanded to the main concourse, slinging their iconic, thick square-cut Detroit-style slices with a heavy side of house-made ranch for dipping.",,Headline Item,,2026
NBA,Portland Trail Blazers,Moda Center,Portland,OR,Cha Cha Cha,,"Sections 119, 214, 332",Cha Cha Cha,"The legendary local Mexican favorite serves up the Blazer Nachos—a dish famous for being so heavily loaded with meat, beans, queso, and fresh guac that it physically threatens to break its container.",,Headline Item,,2026
NBA,Portland Trail Blazers,Moda Center,Portland,OR,Kama'aina,,Sections 108 & 332,Kama'aina,"Delivering pure Hawaiian comfort food to the PNW. Highlights include pristine Poke Bowls, tender Kalua Pork, and local-style fish and chips.",,Headline Item,,2026
NBA,Portland Trail Blazers,Moda Center,Portland,OR,Baes Fried Chicken,,Section 119,Baes Fried Chicken,"Handling the heavy crunch with locally famous spicy fried chicken sandwiches, tenders, and seasoned fries.",,Headline Item,,2026
NBA,Portland Trail Blazers,Moda Center,Portland,OR,Kinnamon's,,Section 104,Kinnamon's,"A sweet tooth's dream, serving up piping hot, giant gourmet cinnamon rolls baked fresh on-site.",,Headline Item,,2026
NBA,Portland Trail Blazers,Moda Center,Portland,OR,Tipsy Scoop & Fifty Licks,,Section 202,Tipsy Scoop & Fifty Licks,"A brilliant double-header for dessert. Fifty Licks handles traditional and dairy-free vegan scoops, while Tipsy Scoop serves up artisanal, liquor-infused ice cream.",,Headline Item,,2026
NBA,Portland Trail Blazers,Moda Center,Portland,OR,Fusion Shave Ice,,Section 332,Fusion Shave Ice,"A phenomenal, women-owned addition serving authentic Hawaiian-Korean shave ice made with organic fruit purees. Adults can choose to get their shave ice ""boozy"" with customized spirit floaters.",,Headline Item,,2026
NBA,Portland Trail Blazers,Moda Center,Portland,OR,Schonely’s Place & Schonely's Taproom,,Section 101,Schonely’s Place & Schonely's Taproom,"A sprawling, 240-seat brewpub honoring the legendary ""Voice of the Trail Blazers,"" Bill Schonely. It opens right at doors, featuring two massive circular bars pouring local Elysian and Hop Valley craft favorites.",,Headline Item,,2026
NBA,Sacramento Kings,Golden 1 Center,Sacramento,CA,Porchetta House,,Section 121,Porchetta Fries,"Golden, crinkle-cut fries smothered in freshly carved rotisserie porchetta, rich cheese sauce, pickled red onions, and a vibrant, zesty house salsa verde.",,Headline Item,,2026
NBA,Sacramento Kings,Golden 1 Center,Sacramento,CA,Porchetta House,,Section 121,The California Burrito,"A heavy-hitting addition packed flat with seasoned chicken tinga, crispy crinkle-cut fries, guacamole, sour cream, and fresh pico de gallo.",,Headline Item,,2026
NBA,Sacramento Kings,Golden 1 Center,Sacramento,CA,Porchetta House,,Section 121,The Sactown Dip,"A beautiful, updated nod to the old Arco Arena days. Towering layers of shaved local tri-tip on a premium steak roll, slathered in a creamy horseradish sauce and served with a deeply savory side of au jus.",,Headline Item,,2026
NBA,Sacramento Kings,Golden 1 Center,Sacramento,CA,Porchetta House,,Section 121,The L Street Dog,"A smoky, snappy, all-beef Schwarz hot dog wrapped completely in bacon and loaded with fiery pickled jalapeños.",,Headline Item,,2026
NBA,Sacramento Kings,Golden 1 Center,Sacramento,CA,Paragary’s Elevated Smashburger,,Section 118 & 203,Paragary’s Elevated Smashburger,"The arena’s most popular item received an upgrade for 2026, adding a rich, house-made BBQ sauce downstairs, crispy bacon, and sweet caramelized onions to their signature double-patty smash.",,Headline Item,,2026
NBA,Sacramento Kings,Golden 1 Center,Sacramento,CA,LowBrau,,Section 101,LowBrau,The beloved Midtown German bierhalle concept fuels the crowd with Brat Mac & Bier Cheese (rotini noodles smothered in local bier cheese and sliced bratwurst) and craft andouille sausages on plush pretzel buns.,,Headline Item,,2026
NBA,Sacramento Kings,Golden 1 Center,Sacramento,CA,Star Ginger,,Section 112,Star Ginger,"Chef Mai Pham’s Southeast Asian street food hub is the premier stop for clean eating and dietary diversity, slinging highly rated Banh Mi Chicken Sandwiches and Plant-Based Bulgogi Bowls.",,Headline Item,,2026
NBA,Sacramento Kings,Golden 1 Center,Sacramento,CA,Petra Greek,,Section 210,Petra Greek,"The destination for Mediterranean comfort, pumping out hot lamb, beef, and chickpea gyros wrapped in warm pita and paired with feta-dusted Greek fries.",,Headline Item,,2026
NBA,Sacramento Kings,Golden 1 Center,Sacramento,CA,Centro,,Section 101,"The ""Light the Beam"" Churro","The absolute mandatory post-game treat. Golden, crispy churros heavily dusted in a vibrant, neon-purple sugar celebrating the iconic Kings victory ritual.",,Headline Item,,2026
NBA,Sacramento Kings,Golden 1 Center,Sacramento,CA,Sweet Bird Donuts,,Section 219,Sweet Bird Donuts,"Warm, house-made brioche donuts spun fresh on-site and glazed with rotating seasonal local fruit compotes.",,Headline Item,,2026
NBA,Sacramento Kings,Golden 1 Center,Sacramento,CA,Café Bernardo Milkshakes,,Section 108 & 216,Café Bernardo Milkshakes,"Premium, thick soft-serve milkshakes spun to order—the salted caramel option has a massive cult following during half-time.",,Headline Item,,2026
NBA,San Antonio Spurs,Frost Bank Center,San Antonio,TX,Taco Palenque,,Section 124 - Plaza Level,Taco Palenque,"Officially launched in January 2026 as the Spurs’ official fresh Mexican partner. This South Texas institution brings its legendary fast-casual staples directly to the arena, pumping out pristine Pirata Tacos, loaded…",,Local Partner,,2026
NBA,San Antonio Spurs,Frost Bank Center,San Antonio,TX,Section 222,,Balcony Level,Pluckers Wing Bar,"The beloved Texas wing institution has a massive upper-deck presence, tossing freshly fried, jumbo bone-in and boneless wings in cult-favorite sauces like Baker's Gold and Spicy BBQ.",,Local Partner,,2026
NBA,San Antonio Spurs,Frost Bank Center,San Antonio,TX,Greek Spot,,Section 121,Greek Spot,"A fresh Mediterranean pivot on the Plaza Level, serving beautifully charred, well-seasoned Pork and Chicken Souvlaki Plates topped with fresh tzatziki and red onion.",,Local Partner,,2026
NBA,San Antonio Spurs,Frost Bank Center,San Antonio,TX,Burgerteca & La Gloria,,Sections 201A & 231,Burgerteca & La Gloria,"Curated by legendary San Antonio Chef Johnny Hernandez. Highlights include Mexican Street Dogs, Carne Asada Fries, and the incredibly popular Mangonada Soft-Serve Margaritas.",,Local Partner,,2026
NBA,San Antonio Spurs,Frost Bank Center,San Antonio,TX,Jack Daniel’s Bar,,Section 122,Jack Daniel’s Bar,"The undisputed home of frozen mixology at the arena, debuting the viral Blackberry Baller Frozen Lemonade and the fiery Spurs Ball O’Fire cocktail.",,Drinks/Social,,2026
NBA,San Antonio Spurs,Frost Bank Center,San Antonio,TX,ProBaller Drink Market,,Section 122,ProBaller Drink Market,"Fans simply tap a credit card or mobile wallet at the turnstile, walk in, grab a local craft can or a ProBaller Energy Drink, pick up a bag of local Ricos peanuts, and walk straight back to their seats. Cameras handle…",,Drinks/Social,,2026
NBA,San Antonio Spurs,Frost Bank Center,San Antonio,TX,Fan Favs Express,,Section 226,Fan Favs Express,"Brings the exact same frictionless grab-and-go tech to the Balcony level, stocked with standard hot dogs, soft pretzels, and warm Ricos nachos.",,Drinks/Social,,2026
NBA,Toronto Raptors,Scotiabank Arena,Toronto,ON,Hot Stove Carve,,"Sections 104, 110, 117, 314, 318",The Prime Rib Sandwich,"The undisputed king of the arena concourse. Thick, melt-in-your-mouth prime rib is carved right in front of you, stacked on a fresh roll, and served with a side of house kettle chips. You can even order it directly to…",,Headline Item,,2026
NBA,Toronto Raptors,Scotiabank Arena,Toronto,ON,Aloette Go,,Event Level & Section 106,Aloette Go,"A spectacular, fast-casual spin-off of Toronto's highly acclaimed, Michelin-recognized Aloette restaurant, serving up elite, elevated diner comfort food on the go.",,Headline Item,,2026
NBA,Toronto Raptors,Scotiabank Arena,Toronto,ON,Wicked Carib,,Section 104,Wicked Jerk Chicken Sandwich & Roti,"A gorgeous nod to Toronto’s deep Caribbean roots. This stand pumps out immensely flavorful jerk chicken sandwiches, doubles, and packed beef or vegan rotis.",,Headline Item,,2026
NBA,Toronto Raptors,Scotiabank Arena,Toronto,ON,ChungChun Rice Dog,,Section 308,ChungChun Rice Dog,"The wild, incredibly popular Korean street food chain brings its ultra-crunchy, customizable sticky rice corndogs to the upper concourse.",,Headline Item,,2026
NBA,Toronto Raptors,Scotiabank Arena,Toronto,ON,The Poutinerie,,Section 322,Loaded Rotisserie Chicken Poutine,"It wouldn't be Canada without proper poutine. This features fresh, crispy fries blanketed in squeaky premium cheese curds, rich house-made gravy, and pulled rotisserie chicken.",,Headline Item,,2026
NBA,Toronto Raptors,Scotiabank Arena,Toronto,ON,Cherry St. BBQ,,Section 313,Cherry St. BBQ,True low-and-slow pit smoking imported straight from Toronto’s Port Lands neighborhood directly to the 300 level.,,Headline Item,,2026
NBA,Toronto Raptors,Scotiabank Arena,Toronto,ON,Molson Brewhouse,,100 Level Concourse,Molson Brewhouse,"A beautifully upgraded, high-energy concourse bar that functions as the primary pre- and post-game landing pad for local craft and classic domestic pints.",,Drinks/Social,,2026
NBA,Toronto Raptors,Scotiabank Arena,Toronto,ON,Mastercard Lounge,,200 Level Corner,Mastercard Lounge,"An ultra-luxurious, shared premium viewing environment boasting an interactive Chef's Table with a daily rotating menu curated by Michelin-star trained chefs using elite Canadian ingredients.",,Drinks/Social,,2026
NBA,Utah Jazz,Delta Center,Salt Lake City,UT,The Slapshot / Hat Trick Burger,,Proper Burger,The Slapshot / Hat Trick Burger,"A heavy-hitting local favorite loaded with a flame-grilled beef patty, American cheese, sweet BBQ sauce, candied bacon, pickled jalapeños, and a massive crunch of fried onion straws. (They also sling the Jazz Jam…",,Headline Item,,2026
NBA,Utah Jazz,Delta Center,Salt Lake City,UT,Salt City Smokehouse,,Portal H,Smoked Pork Nachos in a Helmet,"Slow-smoked pulled pork, cool sour cream, fresh pico de gallo, and warm liquid queso served entirely out of a novelty souvenir Utah Hockey Club mini-helmet.",,Headline Item,,2026
NBA,Utah Jazz,Delta Center,Salt Lake City,UT,Mammoth Pretzels,,Dangerous Pretzels,Mammoth Pretzels,"A brand-new local addition to the concourse, serving up giant, pillowy, heavily salted artisan pretzels engineered to feed two or three fans.",,Headline Item,,2026
NBA,Utah Jazz,Delta Center,Salt Lake City,UT,Thick Shakes & Fries,,Iceberg Drive Inn,Thick Shakes & Fries,"A legendary Utah institution. They pump out ultra-thick, over-the-top milkshakes that are structurally solid enough that you are expected to use your freshly fried crinkle-cut fries to scoop out the ice cream.",,Headline Item,,2026
NBA,Utah Jazz,Delta Center,Salt Lake City,UT,Tusks Up Churros,,San Diablo Churros,Tusks Up Churros,"A highly popular gourmet dessert cart frying up fresh, hollow street-style churros filled to order with decadent local sweet creams and dulces.",,Headline Item,,2026
NBA,Utah Jazz,Delta Center,Salt Lake City,UT,The Hop Shop & Craft Shop,,San Diablo Churros,Local Premium Spirits,"The high-end club bars feature heavy curation of native Utah distilleries, showcasing Five Wives Vodka, High West Whiskey, and Old Town Cellars regional wines.",,Headline Item,,2026
NBA,Washington Wizards,Capital One Arena,Washington,DC,Soko Cheesesteaks,,Section 105,Soko Cheesesteaks,"The famous Takoma Park butchery and café brings authentic, beautifully shaved ribeye cheesesteaks and heavy baskets of loaded cheese fries to the main concourse.",,Local Partner,,
NBA,Washington Wizards,Capital One Arena,Washington,DC,Federalist Pig,,Sections 107 & 402,Federalist Pig,"One of D.C.’s premier low-and-slow BBQ institutions makes its arena debut, pumping out tender pit-smoked brisket sandwiches, sticky BBQ ribs, and ultra-creamy mac & cheese.",,Local Partner,,
NBA,Washington Wizards,Capital One Arena,Washington,DC,Balos,,Section 120,Balos,"Bringing the upscale Dupont Circle Mediterranean vibe to the seats. Fans line up for beautifully seasoned street gyros, chicken skewers, and signature oregano fries.",,Local Partner,,
NBA,Washington Wizards,Capital One Arena,Washington,DC,Balos,,Section 120,fuku® by Chef David Chang,"The spicy fried chicken favorite commands lines at Sections 117 and 413, while Insomnia Cookies anchors the late-night sweet tooth fix at multiple sections.",,Local Partner,,
NBA,Washington Wizards,Capital One Arena,Washington,DC,Balos,,Section 120,The Unlimited Soda Program,"Fans can buy a premium souvenir cup that unlocks 100% unlimited free refills at high-speed self-serve soda machines stationed across the 1st, 2nd, and 4th floors.",,Local Partner,,
NBA,Washington Wizards,Capital One Arena,Washington,DC,The Capital One Perk,,Section 120,The Vaults,"The absolute pinnacle of hospitality in the DMV. These bunker suites feature lounge seating, private restrooms, and an all-inclusive multi-course tasting room offering local-inspired bites and specialty pastries by…",,Local Partner,,
